"CONTEXT (DO NOT MODIFY)","ENGLISH (DO NOT MODIFY)","LOCALIZED (EDIT THIS COLUMN)"
"speech:state-duration","$random-stay until I die.","$random-stay until I die."
"speech:state-duration","I don't plan to leave.","I don't plan to leave."
"speech:state-duration","$random-stay just 2 days.","$random-stay just 2 days."
"speech:state-duration","$random-stay couple days.","$random-stay couple days."
"speech:state-duration","$random-stay just 14 days.","$random-stay just 14 days."
"speech:state-duration","$random-stay couple weeks.","$random-stay couple weeks."
"speech:state-duration","$random-stay only two weeks.","$random-stay only two weeks."
"speech:state-duration","$random-stay 30 days.","$random-stay 30 days."
"speech:state-duration","$random-stay a few weeks.","$random-stay a few weeks."
"speech:state-duration","$random-stay one month.","$random-stay one month."
"speech:state-duration","$random-stay 60 days.","$random-stay 60 days."
"speech:state-duration","$random-stay 8 weeks.","$random-stay 8 weeks."
"speech:state-duration","$random-stay couple months.","$random-stay couple months."
"speech:state-duration","$random-stay two months.","$random-stay two months."
"speech:state-duration","$random-stay 90 days.","$random-stay 90 days."
"speech:state-duration","$random-stay 12 weeks.","$random-stay 12 weeks."
"speech:state-duration","$random-stay three months.","$random-stay three months."
"speech:state-duration","$random-stay a few months.","$random-stay a few months."
"speech:state-duration","$random-stay six months.","$random-stay six months."
"speech:state-duration","$random-stay half a year.","$random-stay half a year."
"speech:state-duration","$random-stay one year.","$random-stay one year."
"speech:state-duration","$random-stay full year.","$random-stay full year."
"speech:state-duration","$random-stay a year.","$random-stay a year."
"speech:ask-wrong-duration","The length of your stay is different.","The length of your stay is different."
"speech:wrong-duration","$mistake-prefix $state-duration","$mistake-prefix $state-duration"
"speech:ask-forgery-missing","This document is missing its seal.","This document is missing its seal."
"speech:ask-forgery-missing","There is no seal here.","There is no seal here."
"speech:ask-forgery-missing","I do not see the required seal here.","I do not see the required seal here."
"speech:ask-forgery-wrong","This document is forged.","This document is forged."
"speech:ask-forgery-wrong","This is a forgery.","This is a forgery."
"speech:ask-forgery-idcard","This card contains false information.","This card contains false information."
"speech:ask-forgery-diplo","This seal is forged.","This seal is forged."
"speech:ask-forgery-diplo","This seal is not correct.","This seal is not correct."
"speech:ask-forgery-asylumgrant","This seal is forged.","This seal is forged."
"speech:ask-forgery-asylumgrant","This grant is not sealed properly.","This grant is not sealed properly."
"speech:ask-wrong-birthdate","These dates do not match.","These dates do not match."
"speech:forgery","I have no idea what you are talking about.","I have no idea what you are talking about."
"speech:forgery","I do not know anything about that.","I do not know anything about that."
"speech:forgery","I do not understand.","I do not understand."
"speech:ask-expired-paper","This document has expired.","This document has expired."
"speech:ask-expired-paper","You cannot enter using an expired document.","You cannot enter using an expired document."
"speech:expired-permit","I could not come until now.","I could not come until now."
"speech:expired-permit","I was busy.","I was busy."
"speech:expired-passport","What? That is mistake. I just renewed it.","What? That is mistake. I just renewed it."
"speech:expired-passport","That must be a typographical error.","That must be a typographical error."
"speech:expired-asylumgrant","There was nothing I could do.","There was nothing I could do."
"speech:expired-asylumgrant","My travel was difficult.","My travel was difficult."
"speech:expired-asylumgrant","Please, have mercy.","Please, have mercy."
"speech:ask-missing-passport","Where is passport?","Where is passport?"
"speech:ask-missing-passport","A passport is required.","A passport is required."
"speech:missing-passport","They took away my passport.","They took away my passport."
"speech:missing-passport","What is passport?","What is passport?"
"speech:ask-missing-entrypermit","Where is the entry permit?","Where is the 入境许可证?"
"speech:ask-missing-entrypermit","You have no entry permit.","You have no 入境许可证."
"speech:ask-missing-entrypermit","The entry permit is missing.","The 入境许可证 is missing."
"speech:missing-permit","I was not able to get one.","I was not able to get one."
"speech:missing-permit","What is that?","What is that?"
"speech:missing-permit","Do I need one?","Do I need one?"
"speech:missing-permit","Is required?","Is required?"
"speech:missing-permit","I lost it.","I lost it."
"speech:missing-permit","I did not know it was required.","I did not know it was required."
"speech:ask-missing-workpermit","Where is the work pass?","Where is the work pass?"
"speech:ask-missing-workpermit","You have no work pass.","You have no work pass."
"speech:ask-missing-workpermit","The work pass is missing.","The work pass is missing."
"speech:missing-workpermit","I will get one after I enter.","I will get one after I enter."
"speech:ask-missing-idcard","Where is your id card?","Where is your id card?"
"speech:ask-missing-idcard","I need your id card.","I need your id card."
"speech:missing-idcard","I never got one.","I never got one."
"speech:missing-idcard","I left before they were issued.","I left before they were issued."
"speech:missing-idcard","I lost it.","I lost it."
"speech:ask-missing-idsupplement","You must carry an id supplement.","You must carry an 身份补充文件."
"speech:ask-missing-idsupplement","Where is your id supplement?","Where is your 身份补充文件?"
"speech:missing-idsupplement","I never got one.","I never got one."
"speech:missing-idsupplement","What is a supplement?","What is a supplement?"
"speech:missing-idsupplement","This was not provided to me.","This was not provided to me."
"speech:ask-missing-asylumgrant","You have no grant for asylum.","You have no grant for asylum."
"speech:ask-missing-asylumgrant","Where is your asylum grant?","Where is your asylum grant?"
"speech:missing-asylumgrant","I could not secure one in time.","I could not secure one in time."
"speech:missing-asylumgrant","I have none.","I have none."
"speech:missing-asylumgrant","What is that?","What is that?"
"speech:ask-missing-accesspermit","Where is the access permit?","Where is the 进境许可证?"
"speech:ask-missing-accesspermit","You have no access permit.","You have no 进境许可证."
"speech:ask-missing-accesspermit","The access permit is missing.","The 进境许可证 is missing."
"speech:ask-wrong-name","These names do not match.","These names do not match."
"speech:wrong-name","I have two different names.","I have two different names."
"speech:wrong-name","I have multiple names.","I have multiple names."
"speech:wrong-name","My name was changed recently.","My name was changed recently."
"speech:ask-wrong-workend","You are not authorized to work this long.","You are not authorized to work this long."
"speech:ask-wrong-workend","This work pass expires before your visit.","This work pass expires before your visit."
"speech:wrong-workend","I will renew the pass soon.","I will renew the pass soon."
"speech:wrong-workend","I am planning to renew it.","I am planning to renew it."
"speech:wrong-workend","My entry permit is longer than I need.","My 入境许可证 is longer than I need."
"speech:ask-wrong-idnumber","These numbers do not match.","These numbers do not match."
"speech:ask-wrong-idnumber","There is a discrepancy here.","There is a discrepancy here."
"speech:ask-wrong-idnumber","There are two different numbers here.","There are two different numbers here."
"speech:wrong-idnumber","It must be a mistake. The document is valid.","It must be a mistake. The document is valid."
"speech:wrong-idnumber","Check again.","Check again."
"speech:ask-wrong-face","This does not look like you.","This does not look like you."
"speech:ask-wrong-face","Your picture. It is different.","Your picture. It is different."
"speech:ask-wrong-face","Your appearance has changed.","Your appearance has changed."
"speech:wrong-face","It is an old picture.","It is an old picture."
"speech:wrong-face","I had surgery.","I had surgery."
"speech:wrong-face","The years have been cruel.","The years have been cruel."
"speech:wrong-face","I do not know what to say. It is me.","I do not know what to say. It is me."
"speech:ask-wrong-issuingcity","This issuing city is incorrect.","This issuing city is incorrect."
"speech:ask-wrong-issuingcity","Your passport has false information.","Your passport has false information."
"speech:ask-wrong-gender","You are a man?","You are a man?"
"speech:ask-wrong-gender","It says here that you are male.","It says here that you are male."
"speech:ask-wrong-gender","You are a woman?","You are a woman?"
"speech:ask-wrong-gender","Your passport says you are female.","Your passport says you are female."
"speech:ask-wrong-gender","Are you a woman or a man?","Are you a woman or a man?"
"speech:ask-wrong-gender","You are male or female?","You are male or female?"
"speech:wrong-gender","The passport is correct.","The passport is correct."
"speech:wrong-gender","Why do you ask?","Why do you ask?"
"speech:wrong-gender","As the document says.","As the document says."
"speech:wrong-gender","What is this question?","What is this question?"
"speech:ask-wrong-gender-busted","There is a problem with your documentation.","There is a problem with your documentation."
"speech:ask-approved","Glory to Arstotzka.","Glory to Arstotzka."
"speech:ask-approved","Cause no trouble.","Cause no trouble."
"speech:ask-nativesonly","Try again.","Try again."
"speech:ask-nativesonly","Arstotzkans only.","Arstotzkans only."
"speech:ask-wrong-nation","No entry from Obristan.","No entry from Obristan."
"speech:ask-wrong-nation","No entry from Kolechia.","No entry from Kolechia."
"speech:ask-wrong-nation","No entry from United Federation.","No entry from United Federation."
"speech:ask-wrong-nation","No entry from Antegria.","No entry from Antegria."
"speech:ask-wrong-nation","No entry from Republia.","No entry from Republia."
"speech:ask-wrong-nation","No entry from Arstotzka.","No entry from Arstotzka."
"speech:ask-wrong-nation","No entry from Impor.","No entry from Impor."
"speech:ask-search","Face the scanner.","Face the scanner."
"speech:ask-search","Turn towards the scanner.","Turn towards the scanner."
"speech:ask-detain","Wait here.","Wait here."
"speech:ask-detain","One moment please.","One moment please."
"speech:detain","What are you doing?","What are you doing?"
"speech:detain","What is happening?","What is happening?"
"speech:detain","What is this?","What is this?"
"speech:detain","You cannot do this!","You cannot do this!"
"speech:detain","What will happen to me?","What will happen to me?"
"speech:detain","Who do you think you are?","Who do you think you are?"
"speech:detain","You have no authority for this!","You have no authority for this!"
"speech:detain","You are a fool!","You are a fool!"
"speech:ask-search-enabled","You have been selected for a random search.","You have been selected for a random search."
"speech:ask-wrong-entryticket-date","This ticket is for another day.","This ticket is for another day."
"speech:ask-wrong-entryticket-date","You cannot enter today.","You cannot enter today."
"speech:ask-wrong-entryticket-date","The date on this ticket is wrong.","The date on this ticket is wrong."
"speech:wrong-entryticket-date","It is my mistake.","It is my mistake."
"speech:wrong-entryticket-date","Oh?","Oh?"
"speech:ask-missing-entryticket","You cannot enter without a ticket.","You cannot enter without a ticket."
"speech:ask-missing-entryticket","Foreigners must present an entry ticket.","Foreigners must present an entry ticket."
"speech:ask-missing-entryticket","Where is your entry ticket?","Where is your entry ticket?"
"speech:missing-entryticket","I do not know what that is.","I do not know what that is."
"speech:missing-entryticket","I have none.","I have none."
"speech:missing-entryticket","It was lost.","It was lost."
"speech:ask-wrong-identity","I cannot verify your identity.","I cannot verify your identity."
"speech:ask-wrong-identity","Your identity does not match.","Your identity does not match."
"speech:ask-wrong-alias","There is no record of this name.","There is no record of this name."
"speech:ask-wrong-alias","I cannot verify your alias.","I cannot verify your alias."
"speech:ask-wrong-fingerprints","Your fingerprints do not match our records.","Your fingerprints do not match our records."
"speech:ask-wrong-fingerprints","I cannot verify your fingerprints.","I cannot verify your fingerprints."
"speech:ask-contraband","There is zero tolerance for contraband.","There is zero tolerance for contraband."
"speech:ask-contraband","You have made a mistake coming here.","You have made a mistake coming here."
"speech:contraband","You can see that?","You can see that?"
"speech:contraband","What?","What?"
"speech:contraband","I know nothing.","I know nothing."
"speech:contraband","Is it so obvious?","Is it so obvious?"
"speech:ask-wrong-information","This information does not look correct.","This information does not look correct."
"speech:ask-wrong-information","This is incorrect.","This is incorrect."
"speech:ask-wrong-height","Your height is different.","Your height is different."
"speech:wrong-height","Perhaps my shoes are different.","Perhaps my shoes are different."
"speech:wrong-height","It is a natural difference.","It is a natural difference."
"speech:ask-wrong-weight","Your weight is different.","Your weight is different."
"speech:wrong-weight","I am wearing different clothes.","I am wearing different clothes."
"speech:wrong-weight","My weight has changed naturally.","My weight has changed naturally."
"speech:ask-criminal","You have interesting face.","You have interesting face."
"speech:ask-criminal","Maybe you should not have come.","Maybe you should not have come."
"speech:ask-criminal","We have some questions for you.","We have some questions for you."
"speech:criminal","I have nothing to say.","I have nothing to say."
"speech:criminal","Let me through or you will regret it.","Let me through or you will regret it."
"speech:criminal","I do not like your tone.","I do not like your tone."
"speech:ask-wrong-description","This does not sound like you.","This does not sound like you."
"speech:ask-wrong-description","You do not match this description.","You do not match this description."
"speech:wrong-description","I have changed.","I have changed."
"speech:wrong-description","How can you say for sure?","How can you say for sure?"
"speech:wrong-description","Is that good or bad?","Is that good or bad?"
"speech:hidden-paper","Here it is.","Here it is."
"speech:hidden-paper","Sorry. I have it here.","Sorry. I have it here."
"speech:hidden-paper","I have it here.","I have it here."
